"C","CTY","J","Val"
"cbean","BLR","jlamb",7.48954628854673E-5
"cbean","BLR","jpoul",6.45059482321291E-5
"cbean","BLR","jeggs",6.26033828991778E-5
"cbean","BLR","jmilk",5.53685012367744E-6
"cbean","BLT","jbeef",7.94088419447072E-5
"cbean","BLT","jpork",0.000119381964176141
"cbean","BLT","jlamb",7.48954628854673E-5
"cbean","BLT","jpoul",6.45059482321291E-5
"cbean","BLT","jeggs",6.26033828991778E-5
"cbean","BLT","jmilk",5.53685012367744E-6
"cbean","BLX","jbeef",0.000259819963144909
"cbean","BLX","jpork",0.000315243027881321
"cbean","BLX","jlamb",0.000402034130694588
"cbean","BLX","jpoul",0.00040515942492014
"cbean","BLX","jeggs",0.000544655560381309
"cbean","BLX","jmilk",2.90971089866166E-5
"cbean","BOL","jbeef",0.000926476302615499
"cbean","BOL","jpork",0.00100168677037528
"cbean","BOL","jlamb",2.5276373418681E-5
"cbean","BOL","jpoul",0.000978354733373421
"cbean","BOL","jeggs",0.00182705757931606
"cbean","BOL","jmilk",0.000299339429262491
"cbean","CAN","jbeef",0.0147786499624739
"cbean","CAN","jpork",0.0212256653486706
"cbean","CAN","jlamb",0.00420549899748938
"cbean","CAN","jpoul",0.0102974273950895
"cbean","CAN","jeggs",0.0122120579619898
"cbean","CAN","jmilk",0.00134679626262454
"cbean","CRB","jbeef",0.00306673435593546
"cbean","CRB","jpork",0.00658338197459771
"cbean","CRB","jlamb",0.000215539842143536
"cbean","CRB","jpoul",0.00684914469258052
"cbean","CRB","jeggs",0.00244731888725112
"cbean","CRB","jmilk",0.00131939680069417
"cbean","CZE","jbeef",0.00018842903088439
"cbean","CZE","jpork",0.000108685250737098
"cbean","CZE","jlamb",0.000194786264643049
"cbean","CZE","jpoul",0.000130669434040946
"cbean","CZE","jeggs",0.000125804555628883
"cbean","CZE","jmilk",7.93959713435061E-6
"cbean","DEU","jbeef",0.000166614616736805
"cbean","DEU","jpork",0.000202155737510063
"cbean","DEU","jlamb",0.000257812224241731
"cbean","DEU","jpoul",0.000259816380093642
"cbean","DEU","jeggs",0.000349270996531892
"cbean","DEU","jmilk",1.86590884059602E-5
"cbean","DZA","jbeef",0.000591752533845197
"cbean","DZA","jpork",0.00384881335758203
"cbean","DZA","jlamb",0.0022782402556289
"cbean","DZA","jpoul",0.00183657475550394
"cbean","DZA","jeggs",0.00463900668081108
"cbean","DZA","jmilk",0.000419672520927639
"cbean","FJI","jbeef",0.00306673435593546
"cbean","FJI","jpork",0.00658338197459771
"cbean","FJI","jlamb",0.000215539842143536
"cbean","FJI","jpoul",0.00684914469258052
"cbean","FJI","jeggs",0.00244731888725112
"cbean","FJI","jmilk",0.00131939680069417
"cbean","FRP","jbeef",0.000556560400359777
"cbean","FRP","jpork",0.000675282159556009
"cbean","FRP","jlamb",0.000861197400035347
"cbean","FRP","jpoul",0.00086789209348523
"cbean","FRP","jeggs",0.0011667067960245
"cbean","FRP","jmilk",6.23289235780215E-5
"cbean","GEO","jbeef",0.000211828866163023
"cbean","GEO","jpork",0.000318460079412254
"cbean","GEO","jlamb",0.000199789098987619
"cbean","GEO","jpoul",0.000172074312383211
"cbean","GEO","jeggs",0.000166999080867295
"cbean","GEO","jmilk",1.47699507396148E-5
"cbean","GRC","jbeef",0.000177123783597783
"cbean","GRC","jpork",0.000102164420957192
"cbean","GRC","jlamb",0.000183099600016645
"cbean","GRC","jpoul",0.000122829610964319
"cbean","GRC","jeggs",0.000118256612488217
"cbean","GRC","jmilk",7.46324214521445E-6
"cbean","HRV","jbeef",0.000177123783597783
"cbean","HRV","jpork",0.000102164420957192
"cbean","HRV","jlamb",0.000183099600016645
"cbean","HRV","jpoul",0.000122829610964319
"cbean","HRV","jeggs",0.000118256612488217
"cbean","HRV","jmilk",7.46324214521445E-6
"cbean","HUN","jbeef",0.00018842903088439
"cbean","HUN","jpork",0.000108685250737098
"cbean","HUN","jlamb",0.000194786264643049
"cbean","HUN","jpoul",0.000130669434040946
"cbean","HUN","jeggs",0.000125804555628883
"cbean","HUN","jmilk",7.93959713435061E-6
"cbean","IND","jlamb",0.177899699425802
"cbean","IND","jeggs",0.0845567054042701
"cbean","IND","jmilk",0.00523101203759679
"cbean","IRL","jbeef",0.00148949589815871
"cbean","IRL","jpork",0.00180722524654688
"cbean","IRL","jlamb",0.00230478128524485
"cbean","IRL","jpoul",0.00232269797214278
"cbean","IRL","jeggs",0.00312240142473129
"cbean","IRL","jmilk",0.000166807907903791
"cbean","JAM","jbeef",0.00306673435593546
"cbean","JAM","jpork",0.00658338197459771
"cbean","JAM","jlamb",0.000215539842143536
"cbean","JAM","jpoul",0.00684914469258052
"cbean","JAM","jeggs",0.00244731888725112
"cbean","JAM","jmilk",0.00131939680069417
"cbean","KAZ","jbeef",0.000496779694299936
"cbean","KAZ","jpork",0.000746851922796028
"cbean","KAZ","jlamb",0.000468544946491076
"cbean","KAZ","jpoul",0.000403548598833374
"cbean","KAZ","jeggs",0.000391643051336373
"cbean","KAZ","jmilk",3.46368532212321E-5
"cbean","MDA","jbeef",0.00018842903088439
"cbean","MDA","jpork",0.000108685250737098
"cbean","MDA","jlamb",0.000194786264643049
"cbean","MDA","jpoul",0.000130669434040946
"cbean","MDA","jeggs",0.000125804555628883
"cbean","MDA","jmilk",7.93959713435061E-6
"cbean","MEX","jbeef",0.000964283526725333
"cbean","MEX","jpork",0.00648014217729828
"cbean","MEX","jlamb",0.00152881823178013
"cbean","MEX","jpoul",0.00483369781455776
"cbean","MEX","jeggs",0.00588863608009378
"cbean","MEX","jmilk",0.000805766322088627
"cbean","OAO","jbeef",0.00306673435593546
"cbean","OAO","jpork",0.00658338197459771
"cbean","OAO","jlamb",0.000215539842143536
"cbean","OAO","jpoul",0.00684914469258052
"cbean","OAO","jeggs",0.00244731888725112
"cbean","OAO","jmilk",0.00131939680069417
"cbean","OBN","jbeef",0.000177123783597783
"cbean","OBN","jpork",0.000102164420957192
"cbean","OBN","jlamb",0.000183099600016645
"cbean","OBN","jpoul",0.000122829610964319
"cbean","OBN","jeggs",0.000118256612488217
"cbean","OBN","jmilk",7.46324214521445E-6
"cbean","OIO","jbeef",0.00306673435593546
"cbean","OIO","jpork",0.00658338197459771
"cbean","OIO","jlamb",0.000215539842143536
"cbean","OIO","jpoul",0.00684914469258052
"cbean","OIO","jeggs",0.00244731888725112
"cbean","OIO","jmilk",0.00131939680069417
"cbean","OPO","jbeef",0.00306673435593546
"cbean","OPO","jpork",0.00658338197459771
"cbean","OPO","jlamb",0.000215539842143536
"cbean","OPO","jpoul",0.00684914469258052
"cbean","OPO","jeggs",0.00244731888725112
"cbean","OPO","jmilk",0.00131939680069417
"cbean","PAK","jbeef",0.0223459655820044
"cbean","PAK","jlamb",0.0222501349303857
"cbean","PAK","jpoul",0.0964230592832847
"cbean","PAK","jeggs",0.118951974291107
"cbean","PAK","jmilk",0.00209085058077235
"cbean","POL","jbeef",9.21066836626973E-6
"cbean","POL","jpork",5.31268348696481E-6
"cbean","POL","jlamb",9.52141863443722E-6
"cbean","POL","jpoul",6.38730039055257E-6
"cbean","POL","jeggs",6.1494984898294E-6
"cbean","POL","jmilk",3.88098350997501E-7
"cbean","PRT","jbeef",0.000205255378614214
"cbean","PRT","jpork",0.000249039089452814
"cbean","PRT","jlamb",0.00031760326155358
"cbean","PRT","jpoul",0.000320072215215884
"cbean","PRT","jeggs",0.000430272877831377
"cbean","PRT","jmilk",2.2986448190265E-5
"cbean","PRY","jbeef",0.000926476302615499
"cbean","PRY","jpork",0.00100168677037528
"cbean","PRY","jlamb",2.5276373418681E-5
"cbean","PRY","jpoul",0.000978354733373421
"cbean","PRY","jeggs",0.00182705757931606
"cbean","PRY","jmilk",0.000299339429262491
"cbean","ROU","jbeef",0.00018842903088439
"cbean","ROU","jpork",0.000108685250737098
"cbean","ROU","jlamb",0.000194786264643049
"cbean","ROU","jpoul",0.000130669434040946
"cbean","ROU","jeggs",0.000125804555628883
"cbean","ROU","jmilk",7.93959713435061E-6
"cbean","RUS","jbeef",0.000200442748497284
"cbean","RUS","jpork",0.000301342374909989
"cbean","RUS","jlamb",0.000189050136774347
"cbean","RUS","jpoul",0.000162825061308343
"cbean","RUS","jeggs",0.00015802263106011
"cbean","RUS","jmilk",1.39760438463541E-5
"cbean","SLB","jbeef",0.00306673435593546
"cbean","SLB","jpork",0.00658338197459771
"cbean","SLB","jlamb",0.000215539842143536
"cbean","SLB","jpoul",0.00684914469258052
"cbean","SLB","jeggs",0.00244731888725112
"cbean","SLB","jmilk",0.00131939680069417
"cbean","SPP","jbeef",0.000205255378614214
"cbean","SPP","jpork",0.000249039089452814
"cbean","SPP","jlamb",0.00031760326155358
"cbean","SPP","jpoul",0.000320072215215884
"cbean","SPP","jeggs",0.000430272877831377
"cbean","SPP","jmilk",2.2986448190265E-5
"cbean","SVK","jbeef",0.00018842903088439
"cbean","SVK","jpork",0.000108685250737098
"cbean","SVK","jlamb",0.000194786264643049
"cbean","SVK","jpoul",0.000130669434040946
"cbean","SVK","jeggs",0.000125804555628883
"cbean","SVK","jmilk",7.93959713435061E-6
"cbean","SVN","jbeef",0.000177123783597783
"cbean","SVN","jpork",0.000102164420957192
"cbean","SVN","jlamb",0.000183099600016645
"cbean","SVN","jpoul",0.000122829610964319
"cbean","SVN","jeggs",0.000118256612488217
"cbean","SVN","jmilk",7.46324214521445E-6
"cbean","TUR","jbeef",0.0124754015023856
"cbean","TUR","jpork",0.0394930891641078
"cbean","TUR","jlamb",0.029780726103071
"cbean","TUR","jpoul",0.0397524166264829
"cbean","TUR","jeggs",0.0395971051242912
"cbean","TUR","jmilk",0.00350580603177762
"cbean","UKP","jbeef",0.00148949589815871
"cbean","UKP","jpork",0.00180722524654688
"cbean","UKP","jlamb",0.00230478128524485
"cbean","UKP","jpoul",0.00232269797214278
"cbean","UKP","jeggs",0.00312240142473129
"cbean","UKP","jmilk",0.000166807907903791
"cbean","USA","jbeef",1.11616432816527E-6
"cbean","USA","jpork",7.37033005937374E-7
"cbean","USA","jlamb",1.56880118892214E-6
"cbean","USA","jpoul",6.06605350213675E-7
"cbean","USA","jeggs",1.25281076688931E-7
"cbean","USA","jmilk",1.33453653582104E-7
"cbean","UZB","jbeef",0.000101827561525861
"cbean","UZB","jpork",0.000153086188891819
"cbean","UZB","jlamb",9.6040135927225E-5
"cbean","UZB","jpoul",8.2717490766783E-5
"cbean","UZB","jeggs",8.02771477250686E-5
"cbean","UZB","jmilk",7.09969900725806E-6
"cbean","VUT","jbeef",0.00306673435593546
"cbean","VUT","jpork",0.00658338197459771
"cbean","VUT","jlamb",0.000215539842143536
"cbean","VUT","jpoul",0.00684914469258052
"cbean","VUT","jeggs",0.00244731888725112
"cbean","VUT","jmilk",0.00131939680069417
"cchkp","AFG","jpoul",0.236106829022181
"cchkp","AFG","jeggs",0.0827247195161776
"cchkp","AFG","jmilk",0.0102413520322331
"cchkp","ALB","jbeef",0.000177123783597783
"cchkp","ALB","jpork",0.000102164420957192
"cchkp","ALB","jlamb",0.000183099600016645
"cchkp","ALB","jpoul",0.000122829610964319
"cchkp","ALB","jeggs",0.000118256612488217
"cchkp","ALB","jmilk",7.46324214521445E-6
"cchkp","ARM","jbeef",0.000211828866163023
"cchkp","ARM","jpork",0.000318460079412254
"cchkp","ARM","jlamb",0.000199789098987619
"cchkp","ARM","jpoul",0.000172074312383211
"cchkp","ARM","jeggs",0.000166999080867295
"cchkp","ARM","jmilk",1.47699507396148E-5
"cchkp","AZE","jbeef",0.000211828866163023
"cchkp","AZE","jpork",0.000318460079412254
"cchkp","AZE","jlamb",0.000199789098987619
"cchkp","AZE","jpoul",0.000172074312383211
"cchkp","AZE","jeggs",0.000166999080867295
"cchkp","AZE","jmilk",1.47699507396148E-5
"cchkp","BGD","jpoul",0.00196521672181716
"cchkp","BGD","jeggs",0.00138082332822416
"cchkp","BGD","jmilk",0.000310297377129025
"cchkp","BGR","jbeef",0.00018842903088439
"cchkp","BGR","jpork",0.000108685250737098
"cchkp","BGR","jlamb",0.000194786264643049
"cchkp","BGR","jpoul",0.000130669434040946
"cchkp","BGR","jeggs",0.000125804555628883
"cchkp","BGR","jmilk",7.93959713435061E-6
"cchkp","BLR","jbeef",7.94088419447072E-5
"cchkp","BLR","jpork",0.000119381964176141
"cchkp","BLR","jlamb",7.48954628854673E-5
"cchkp","BLR","jpoul",6.45059482321291E-5
"cchkp","BLR","jeggs",6.26033828991778E-5
"cchkp","BLR","jmilk",5.53685012367744E-6
"cchkp","BLT","jbeef",7.94088419447072E-5
"cchkp","BLT","jpork",0.000119381964176141
"cchkp","BLT","jlamb",7.48954628854673E-5
"cchkp","BLT","jpoul",6.45059482321291E-5
"cchkp","BLT","jeggs",6.26033828991778E-5
"cchkp","BLT","jmilk",5.53685012367744E-6
"cchkp","BLX","jbeef",0.000259819963144909
"cchkp","BLX","jpork",0.000315243027881321
"cchkp","BLX","jlamb",0.000402034130694588
"cchkp","BLX","jpoul",0.00040515942492014
"cchkp","BLX","jeggs",0.000544655560381309
"cchkp","BLX","jmilk",2.90971089866166E-5
"cchkp","BOL","jbeef",0.000926476302615499
"cchkp","BOL","jpork",0.00100168677037528
"cchkp","BOL","jlamb",2.5276373418681E-5
"cchkp","BOL","jpoul",0.000978354733373421
"cchkp","BOL","jeggs",0.00182705757931606
"cchkp","BOL","jmilk",0.000299339429262491
"cchkp","CAN","jbeef",0.0147786499624739
"cchkp","CAN","jpork",0.0212256653486706
"cchkp","CAN","jlamb",0.00420549899748938
"cchkp","CAN","jpoul",0.0102974273950895
"cchkp","CAN","jeggs",0.0122120579619898
"cchkp","CAN","jmilk",0.00134679626262454
"cchkp","CRB","jbeef",0.00306673435593546
"cchkp","CRB","jpork",0.00658338197459771
"cchkp","CRB","jlamb",0.000215539842143536
"cchkp","CRB","jpoul",0.00684914469258052
"cchkp","CRB","jeggs",0.00244731888725112
"cchkp","CRB","jmilk",0.00131939680069417
"cchkp","CZE","jbeef",0.00018842903088439
"cchkp","CZE","jpork",0.000108685250737098
"cchkp","CZE","jlamb",0.000194786264643049
"cchkp","CZE","jpoul",0.000130669434040946
"cchkp","CZE","jeggs",0.000125804555628883
"cchkp","CZE","jmilk",7.93959713435061E-6
"cchkp","DEU","jbeef",0.000166614616736805
"cchkp","DEU","jpork",0.000202155737510063
"cchkp","DEU","jlamb",0.000257812224241731
"cchkp","DEU","jpoul",0.000259816380093642
"cchkp","DEU","jeggs",0.000349270996531892
"cchkp","DEU","jmilk",1.86590884059602E-5
"cchkp","DZA","jbeef",0.000591752533845197
"cchkp","DZA","jpork",0.00384881335758203
"cchkp","DZA","jlamb",0.0022782402556289
"cchkp","DZA","jpoul",0.00183657475550394
"cchkp","DZA","jeggs",0.00463900668081108
"cchkp","DZA","jmilk",0.000419672520927639
"cchkp","FJI","jbeef",0.00306673435593546
"cchkp","FJI","jpork",0.00658338197459771
"cchkp","FJI","jlamb",0.000215539842143536
"cchkp","FJI","jpoul",0.00684914469258052
"cchkp","FJI","jeggs",0.00244731888725112
"cchkp","FJI","jmilk",0.00131939680069417
"cchkp","FRP","jbeef",0.000556560400359777
"cchkp","FRP","jpork",0.000675282159556009
"cchkp","FRP","jlamb",0.000861197400035347
"cchkp","FRP","jpoul",0.00086789209348523
"cchkp","FRP","jeggs",0.0011667067960245
"cchkp","FRP","jmilk",6.23289235780215E-5
"cchkp","GEO","jbeef",0.000211828866163023
"cchkp","GEO","jpork",0.000318460079412254
"cchkp","GEO","jlamb",0.000199789098987619
"cchkp","GEO","jpoul",0.000172074312383211
"cchkp","GEO","jeggs",0.000166999080867295
"cchkp","GEO","jmilk",1.47699507396148E-5
"cchkp","GRC","jbeef",0.000177123783597783
"cchkp","GRC","jpork",0.000102164420957192
"cchkp","GRC","jlamb",0.000183099600016645
"cchkp","GRC","jpoul",0.000122829610964319
"cchkp","GRC","jeggs",0.000118256612488217
"cchkp","GRC","jmilk",7.46324214521445E-6
"cchkp","HRV","jbeef",0.000177123783597783
"cchkp","HRV","jpork",0.000102164420957192
"cchkp","HRV","jlamb",0.000183099600016645
"cchkp","HRV","jpoul",0.000122829610964319
"cchkp","HRV","jeggs",0.000118256612488217
"cchkp","HRV","jmilk",7.46324214521445E-6
"cchkp","HUN","jbeef",0.00018842903088439
"cchkp","HUN","jpork",0.000108685250737098
"cchkp","HUN","jlamb",0.000194786264643049
"cchkp","HUN","jpoul",0.000130669434040946
"cchkp","HUN","jeggs",0.000125804555628883
"cchkp","HUN","jmilk",7.93959713435061E-6
"cchkp","IND","jlamb",0.177899699425802
"cchkp","IND","jeggs",0.0845567054042701
"cchkp","IND","jmilk",0.00523101203759679
"cchkp","IRL","jbeef",0.00148949589815871
"cchkp","IRL","jpork",0.00180722524654688
"cchkp","IRL","jlamb",0.00230478128524485
"cchkp","IRL","jpoul",0.00232269797214278
"cchkp","IRL","jeggs",0.00312240142473129
"cchkp","IRL","jmilk",0.000166807907903791
"cchkp","JAM","jbeef",0.00306673435593546
"cchkp","JAM","jpork",0.00658338197459771
"cchkp","JAM","jlamb",0.000215539842143536
"cchkp","JAM","jpoul",0.00684914469258052
"cchkp","JAM","jeggs",0.00244731888725112
"cchkp","JAM","jmilk",0.00131939680069417
"cchkp","KAZ","jbeef",0.000496779694299936
"cchkp","KAZ","jpork",0.000746851922796028
"cchkp","KAZ","jlamb",0.000468544946491076
"cchkp","KAZ","jpoul",0.000403548598833374
"cchkp","KAZ","jeggs",0.000391643051336373
"cchkp","KAZ","jmilk",3.46368532212321E-5
"cchkp","MDA","jbeef",0.00018842903088439
"cchkp","MDA","jpork",0.000108685250737098
"cchkp","MDA","jlamb",0.000194786264643049
"cchkp","MDA","jpoul",0.000130669434040946
"cchkp","MDA","jeggs",0.000125804555628883
"cchkp","MDA","jmilk",7.93959713435061E-6
"cchkp","MEX","jbeef",0.000964283526725333
"cchkp","MEX","jpork",0.00648014217729828
"cchkp","MEX","jlamb",0.00152881823178013
"cchkp","MEX","jpoul",0.00483369781455776
"cchkp","MEX","jeggs",0.00588863608009378
"cchkp","MEX","jmilk",0.000805766322088627
"cchkp","OAO","jbeef",0.00306673435593546
"cchkp","OAO","jpork",0.00658338197459771
"cchkp","OAO","jlamb",0.000215539842143536
"cchkp","OAO","jpoul",0.00684914469258052
"cchkp","OAO","jeggs",0.00244731888725112
"cchkp","OAO","jmilk",0.00131939680069417
"cchkp","OBN","jbeef",0.000177123783597783
"cchkp","OBN","jpork",0.000102164420957192
"cchkp","OBN","jlamb",0.000183099600016645
"cchkp","OBN","jpoul",0.000122829610964319
"cchkp","OBN","jeggs",0.000118256612488217
"cchkp","OBN","jmilk",7.46324214521445E-6
"cchkp","OIO","jbeef",0.00306673435593546
"cchkp","OIO","jpork",0.00658338197459771
"cchkp","OIO","jlamb",0.000215539842143536
"cchkp","OIO","jpoul",0.00684914469258052
"cchkp","OIO","jeggs",0.00244731888725112
"cchkp","OIO","jmilk",0.00131939680069417
"cchkp","OPO","jbeef",0.00306673435593546
"cchkp","OPO","jpork",0.00658338197459771
"cchkp","OPO","jlamb",0.000215539842143536
"cchkp","OPO","jpoul",0.00684914469258052
"cchkp","OPO","jeggs",0.00244731888725112
"cchkp","OPO","jmilk",0.00131939680069417
"cchkp","PAK","jbeef",0.0223459655820044
"cchkp","PAK","jlamb",0.0222501349303857
"cchkp","PAK","jpoul",0.0964230592832847
"cchkp","PAK","jeggs",0.118951974291107
"cchkp","PAK","jmilk",0.00209085058077235
"cchkp","POL","jbeef",9.21066836626973E-6
"cchkp","POL","jpork",5.31268348696481E-6
"cchkp","POL","jlamb",9.52141863443722E-6
"cchkp","POL","jpoul",6.38730039055257E-6
"cchkp","POL","jeggs",6.1494984898294E-6
"cchkp","POL","jmilk",3.88098350997501E-7
"cchkp","PRT","jbeef",0.000205255378614214
"cchkp","PRT","jpork",0.000249039089452814
"cchkp","PRT","jlamb",0.00031760326155358
"cchkp","PRT","jpoul",0.000320072215215884
"cchkp","PRT","jeggs",0.000430272877831377
"cchkp","PRT","jmilk",2.2986448190265E-5
"cchkp","PRY","jbeef",0.000926476302615499
"cchkp","PRY","jpork",0.00100168677037528
"cchkp","PRY","jlamb",2.5276373418681E-5
"cchkp","PRY","jpoul",0.000978354733373421
"cchkp","PRY","jeggs",0.00182705757931606
"cchkp","PRY","jmilk",0.000299339429262491
"cchkp","ROU","jbeef",0.00018842903088439
"cchkp","ROU","jpork",0.000108685250737098
"cchkp","ROU","jlamb",0.000194786264643049
"cchkp","ROU","jpoul",0.000130669434040946
"cchkp","ROU","jeggs",0.000125804555628883
"cchkp","ROU","jmilk",7.93959713435061E-6
"cchkp","RUS","jbeef",0.000200442748497284
"cchkp","RUS","jpork",0.000301342374909989
"cchkp","RUS","jlamb",0.000189050136774347
"cchkp","RUS","jpoul",0.000162825061308343
"cchkp","RUS","jeggs",0.00015802263106011
"cchkp","RUS","jmilk",1.39760438463541E-5
"cchkp","SLB","jbeef",0.00306673435593546
"cchkp","SLB","jpork",0.00658338197459771
"cchkp","SLB","jlamb",0.000215539842143536
"cchkp","SLB","jpoul",0.00684914469258052
"cchkp","SLB","jeggs",0.00244731888725112
"cchkp","SLB","jmilk",0.00131939680069417
"cchkp","SPP","jbeef",0.000205255378614214
"cchkp","SPP","jpork",0.000249039089452814
"cchkp","SPP","jlamb",0.00031760326155358
"cchkp","SPP","jpoul",0.000320072215215884
"cchkp","SPP","jeggs",0.000430272877831377
"cchkp","SPP","jmilk",2.2986448190265E-5
"cchkp","SVK","jbeef",0.00018842903088439
"cchkp","SVK","jpork",0.000108685250737098
"cchkp","SVK","jlamb",0.000194786264643049
"cchkp","SVK","jpoul",0.000130669434040946
"cchkp","SVK","jeggs",0.000125804555628883
"cchkp","SVK","jmilk",7.93959713435061E-6
"cchkp","SVN","jbeef",0.000177123783597783
"cchkp","SVN","jpork",0.000102164420957192
"cchkp","SVN","jlamb",0.000183099600016645
"cchkp","SVN","jpoul",0.000122829610964319
"cchkp","SVN","jeggs",0.000118256612488217
"cchkp","SVN","jmilk",7.46324214521445E-6
"cchkp","TUR","jbeef",0.0124754015023856
"cchkp","TUR","jpork",0.0394930891641078
"cchkp","TUR","jlamb",0.029780726103071
"cchkp","TUR","jpoul",0.0397524166264829
"cchkp","TUR","jeggs",0.0395971051242912
"cchkp","TUR","jmilk",0.00350580603177762
"cchkp","UKP","jbeef",0.00148949589815871
"cchkp","UKP","jpork",0.00180722524654688
"cchkp","UKP","jlamb",0.00230478128524485
"cchkp","UKP","jpoul",0.00232269797214278
"cchkp","UKP","jeggs",0.00312240142473129
"cchkp","UKP","jmilk",0.000166807907903791
"cchkp","USA","jbeef",1.11616432816527E-6
"cchkp","USA","jpork",7.37033005937374E-7
"cchkp","USA","jlamb",1.56880118892214E-6
"cchkp","USA","jpoul",6.06605350213675E-7
"cchkp","USA","jeggs",1.25281076688931E-7
"cchkp","USA","jmilk",1.33453653582104E-7
"cchkp","UZB","jbeef",0.000101827561525861
"cchkp","UZB","jpork",0.000153086188891819
"cchkp","UZB","jlamb",9.6040135927225E-5
"cchkp","UZB","jpoul",8.2717490766783E-5
"cchkp","UZB","jeggs",8.02771477250686E-5
"cchkp","UZB","jmilk",7.09969900725806E-6
"cchkp","VUT","jbeef",0.00306673435593546
"cchkp","VUT","jpork",0.00658338197459771
"cchkp","VUT","jlamb",0.000215539842143536
"cchkp","VUT","jpoul",0.00684914469258052
"cchkp","VUT","jeggs",0.00244731888725112
"cchkp","VUT","jmilk",0.00131939680069417
"ccowp","AFG","jpoul",0.236106829022181
"ccowp","AFG","jeggs",0.0827247195161776
"ccowp","AFG","jmilk",0.0102413520322331
"ccowp","ALB","jbeef",0.000177123783597783
"ccowp","ALB","jpork",0.000102164420957192
"ccowp","ALB","jlamb",0.000183099600016645
"ccowp","ALB","jpoul",0.000122829610964319
"ccowp","ALB","jeggs",0.000118256612488217
"ccowp","ALB","jmilk",7.46324214521445E-6
"ccowp","ARM","jbeef",0.000211828866163023
"ccowp","ARM","jpork",0.000318460079412254
"ccowp","ARM","jlamb",0.000199789098987619
"ccowp","ARM","jpoul",0.000172074312383211
"ccowp","ARM","jeggs",0.000166999080867295
"ccowp","ARM","jmilk",1.47699507396148E-5
"ccowp","AZE","jbeef",0.000211828866163023
"ccowp","AZE","jpork",0.000318460079412254
"ccowp","AZE","jlamb",0.000199789098987619
"ccowp","AZE","jpoul",0.000172074312383211
"ccowp","AZE","jeggs",0.000166999080867295
"ccowp","AZE","jmilk",1.47699507396148E-5
"ccowp","BGD","jpoul",0.00196521672181716
"ccowp","BGD","jeggs",0.00138082332822416
"ccowp","BGD","jmilk",0.000310297377129025
"ccowp","BGR","jbeef",0.00018842903088439
"ccowp","BGR","jpork",0.000108685250737098
"ccowp","BGR","jlamb",0.000194786264643049
"ccowp","BGR","jpoul",0.000130669434040946
"ccowp","BGR","jeggs",0.000125804555628883
"ccowp","BGR","jmilk",7.93959713435061E-6
"ccowp","BLR","jbeef",7.94088419447072E-5
"ccowp","BLR","jpork",0.000119381964176141
"ccowp","BLR","jlamb",7.48954628854673E-5
"ccowp","BLR","jpoul",6.45059482321291E-5
"ccowp","BLR","jeggs",6.26033828991778E-5
"ccowp","BLR","jmilk",5.53685012367744E-6
"ccowp","BLT","jbeef",7.94088419447072E-5
"ccowp","BLT","jpork",0.000119381964176141
"ccowp","BLT","jlamb",7.48954628854673E-5
"ccowp","BLT","jpoul",6.45059482321291E-5
"ccowp","BLT","jeggs",6.26033828991778E-5
"ccowp","BLT","jmilk",5.53685012367744E-6
"ccowp","BLX","jbeef",0.000259819963144909
"ccowp","BLX","jpork",0.000315243027881321
"ccowp","BLX","jlamb",0.000402034130694588
"ccowp","BLX","jpoul",0.00040515942492014
"ccowp","BLX","jeggs",0.000544655560381309
"ccowp","BLX","jmilk",2.90971089866166E-5
"ccowp","BOL","jbeef",0.000926476302615499
"ccowp","BOL","jpork",0.00100168677037528
"ccowp","BOL","jlamb",2.5276373418681E-5
"ccowp","BOL","jpoul",0.000978354733373421
"ccowp","BOL","jeggs",0.00182705757931606
"ccowp","BOL","jmilk",0.000299339429262491
"ccowp","CAN","jbeef",0.0147786499624739
"ccowp","CAN","jpork",0.0212256653486706
"ccowp","CAN","jlamb",0.00420549899748938
"ccowp","CAN","jpoul",0.0102974273950895
"ccowp","CAN","jeggs",0.0122120579619898
"ccowp","CAN","jmilk",0.00134679626262454
"ccowp","CRB","jbeef",0.00306673435593546
"ccowp","CRB","jpork",0.00658338197459771
"ccowp","CRB","jlamb",0.000215539842143536
"ccowp","CRB","jpoul",0.00684914469258052
"ccowp","CRB","jeggs",0.00244731888725112
"ccowp","CRB","jmilk",0.00131939680069417
"ccowp","CZE","jbeef",0.00018842903088439
"ccowp","CZE","jpork",0.000108685250737098
"ccowp","CZE","jlamb",0.000194786264643049
"ccowp","CZE","jpoul",0.000130669434040946
"ccowp","CZE","jeggs",0.000125804555628883
"ccowp","CZE","jmilk",7.93959713435061E-6
"ccowp","DEU","jbeef",0.000166614616736805
"ccowp","DEU","jpork",0.000202155737510063
"ccowp","DEU","jlamb",0.000257812224241731
"ccowp","DEU","jpoul",0.000259816380093642
"ccowp","DEU","jeggs",0.000349270996531892
"ccowp","DEU","jmilk",1.86590884059602E-5
"ccowp","DZA","jbeef",0.000591752533845197
"ccowp","DZA","jpork",0.00384881335758203
"ccowp","DZA","jlamb",0.0022782402556289
"ccowp","DZA","jpoul",0.00183657475550394
"ccowp","DZA","jeggs",0.00463900668081108
"ccowp","DZA","jmilk",0.000419672520927639
"ccowp","FJI","jbeef",0.00306673435593546
"ccowp","FJI","jpork",0.00658338197459771
"ccowp","FJI","jlamb",0.000215539842143536
"ccowp","FJI","jpoul",0.00684914469258052
