"CTY","JJJ","Val"
"KHM","Salmon",-0.0520257629895989
"KHM","Tuna",-0.0529606955096837
"KHM","Cobswf",-0.0534281617697259
"KHM","Eelstg",-0.0538956280297683
"KHM","Tilapia",-0.0543630942898106
"KHM","Pangas",-0.0548305605498529
"KHM","Carp",-0.0552980268098952
"KHM","Mullet",-0.0557654930699375
"KHM","OFrshD",-0.0562329593299799
"KHM","OCarp",-0.0567004255900222
"KHM","OPelag",-0.0571678918500646
"KHM","OMarn",-0.0576353581101069
"KOR","jbeef",0.44598873505839
"KOR","jpork",0.9999
"KOR","jpoul",0.87408957786078
"KOR","jeggs",0.06679265178053
"KOR","jmilk",0.77211651020992
"KOR","jbarl",0.9999
"KOR","jrice",0.7404780823244
"KOR","jchkp",0.0447
"KOR","jpigp",0.0447
"KOR","jopul",0.0447
"KOR","jvege",0.9999
"KOR","jgdol",0.82
"KOR","jgdml",0.82
"KOR","jrpol",0.82
"KOR","jrpml",0.82
"KOR","jsoyb",0.9999
"KOR","jsbnt",0.9999
"KOR","jsbol",0.82
"KOR","jsbml",0.82
"KOR","jsfol",0.82
"KOR","jsfml",0.82
"KOR","jpalm",0.82
"KOR","jpkrl",0.82
"KOR","jpkol",0.82
"KOR","jpkml",0.82
"KOR","jtool",0.82
"KOR","jtoml",0.82
"KOR","jteas",0.06
"KOR","jothr",0.0447
"KOR","Shrimp",-0.190863242222171
"KOR","Crust",-0.190863242222171
"KOR","Salmon",-0.191798174742256
"KOR","Tuna",-0.19273310726234
"KOR","Cobswf",-0.193200573522383
"KOR","Eelstg",-0.193668039782425
"KOR","Tilapia",-0.194135506042467
"KOR","Pangas",-0.19460297230251
"KOR","Carp",-0.195070438562552
"KOR","Mullet",-0.195537904822594
"KOR","OFrshD",-0.196005371082637
"KOR","OCarp",-0.196472837342679
"KOR","OPelag",-0.196940303602721
"KOR","OMarn",-0.197407769862764
"LAO","jbeef",0.15
"LAO","jpork",0.16
"LAO","jpoul",0.16
"LAO","jmilk",0.08
"LAO","jmaiz",-0.01
"LAO","jrice",-0.02
"LAO","jwhea",-0.01
"LAO","jbean",0.0895
"LAO","jchkp",0.0895
"LAO","jcowp",0.0895
"LAO","jlent",0.0895
"LAO","jpigp",0.0895
"LAO","jopul",0.0895
"LAO","jbana",0.12
"LAO","jplnt",0.12
"LAO","jsubf",0.12
"LAO","jtemf",0.12
"LAO","jvege",0.12
"LAO","jsugr",0.2
"LAO","jgrnd",0.0895
"LAO","jgdnt",0.0895
"LAO","jgdol",-0.01
"LAO","jgdml",-0.01
"LAO","jrpol",-0.01
"LAO","jrpml",-0.01
"LAO","jsbol",-0.01
"LAO","jsbml",-0.01
"LAO","jsfol",-0.01
"LAO","jsfml",-0.01
"LAO","jplol",-0.01
"LAO","jpkol",-0.01
"LAO","jpkml",-0.01
"LAO","jtool",-0.01
"LAO","jtoml",-0.01
"LAO","jcoco",0.12
"LAO","jcafe",0.12
"LAO","jcott",0.2481
"LAO","jteas",0.12
"LAO","jothr",0.0895
"LAO","Shrimp",-0.0510908304695143
"LAO","Crust",-0.0510908304695143
"LAO","Salmon",-0.0520257629895989
"LAO","Tuna",-0.0529606955096837
"LAO","Cobswf",-0.0534281617697259
"LAO","Eelstg",-0.0538956280297683
"LAO","Tilapia",-0.0543630942898106
"LAO","Pangas",-0.0548305605498529
"LAO","Carp",-0.0552980268098952
"LAO","Mullet",-0.0557654930699375
"LAO","OFrshD",-0.0562329593299799
"LAO","OCarp",-0.0567004255900222
"LAO","OPelag",-0.0571678918500646
"LAO","OMarn",-0.0576353581101069
"LBN","jbeef",0.07
"LBN","jpork",0.02
"LBN","jlamb",0.07
"LBN","jpoul",0.02
"LBN","jeggs",0.1
"LBN","jmilk",-0.11
"LBN","jbarl",0.07
"LBN","jmaiz",0.13
"LBN","jmill",0.07
"LBN","jrice",0.07
"LBN","jsorg",0.07
"LBN","jwhea",0.07
"LBN","jocer",0.07
"LBN","jbean",0.0746
"LBN","jchkp",0.0746
"LBN","jcowp",0.0746
"LBN","jlent",0.0746
"LBN","jpigp",0.0746
"LBN","jopul",0.0746
"LBN","jbana",0.1
"LBN","jplnt",0.1
"LBN","jsubf",0.1
"LBN","jtemf",0.1
"LBN","jvege",0.1
"LBN","jsugr",0.2
"LBN","jgrnd",0.0746
"LBN","jgdnt",0.0746
"LBN","jgdol",0.18
"LBN","jgdml",0.18
"LBN","jrpol",0.18
"LBN","jrpml",0.18
"LBN","jsbol",0.18
"LBN","jsbml",0.18
"LBN","jsfol",0.18
"LBN","jsfml",0.18
"LBN","jplol",0.18
"LBN","jpkol",0.18
"LBN","jpkml",0.18
"LBN","jtool",0.18
"LBN","jtoml",0.18
"LBN","jcoco",0.1
"LBN","jcafe",0.1
"LBN","jcott",0.2068
"LBN","jteas",0.1
"LBN","jothr",0.0746
"LBN","Shrimp",-0.144116616217938
"LBN","Crust",-0.144116616217938
"LBN","Salmon",-0.145051548738023
"LBN","Tuna",-0.145986481258107
"LBN","Cobswf",-0.14645394751815
"LBN","Eelstg",-0.146921413778192
"LBN","Tilapia",-0.147388880038234
"LBN","Pangas",-0.147856346298277
"LBN","Carp",-0.148323812558319
"LBN","Mullet",-0.148791278818361
"LBN","OFrshD",-0.149258745078404
"LBN","OCarp",-0.149726211338446
"LBN","OPelag",-0.150193677598488
"LBN","OMarn",-0.150661143858531
"LBR","jbeef",0.43
"LBR","jpork",0.28
"LBR","jlamb",0.28
"LBR","jpoul",0.1
"LBR","jeggs",0.1
"LBR","jbarl",-0.23
"LBR","jmaiz",-0.23
"LBR","jmill",-0.23
"LBR","jrice",0.41
"LBR","jsorg",-0.23
"LBR","jwhea",-0.2
"LBR","jocer",-0.23
"LBR","jbean",-0.0969
"LBR","jchkp",-0.0969
"LBR","jcowp",-0.0969
"LBR","jlent",-0.0969
"LBR","jpigp",-0.0969
"LBR","jopul",-0.0969
"LBR","jbana",-0.13
"LBR","jplnt",-0.13
"LBR","jsubf",-0.13
"LBR","jtemf",-0.13
"LBR","jvege",-0.13
"LBR","jsugr",0.3
"LBR","jgrnd",-0.0969
"LBR","jgdnt",-0.0969
"LBR","jgdol",-0.07
"LBR","jgdml",-0.07
"LBR","jrpol",-0.07
"LBR","jrpml",-0.07
"LBR","jsbol",-0.07
"LBR","jsbml",-0.07
"LBR","jsfol",-0.07
"LBR","jsfml",-0.07
"LBR","jplol",-0.07
"LBR","jpkol",-0.07
"LBR","jpkml",-0.07
"LBR","jtool",-0.07
"LBR","jtoml",-0.07
"LBR","jcoco",-0.13
"LBR","jcafe",-0.13
"LBR","jcott",-0.2688
"LBR","jteas",-0.13
"LBR","jothr",-0.0969
"LBR","Shrimp",-0.153465941418785
"LBR","Crust",-0.153465941418785
"LBR","Salmon",-0.154400873938869
"LBR","Tuna",-0.155335806458954
"LBR","Cobswf",-0.155803272718996
"LBR","Eelstg",-0.156270738979039
"LBR","Tilapia",-0.156738205239081
"LBR","Pangas",-0.157205671499123
"LBR","Carp",-0.157673137759166
"LBR","Mullet",-0.158140604019208
"LBR","OFrshD",-0.15860807027925
"LBR","OCarp",-0.159075536539293
"LBR","OPelag",-0.159543002799335
"LBR","OMarn",-0.160010469059377
"LBY","jbeef",0.07
"LBY","jpork",0.02
"LBY","jlamb",0.07
"LBY","jpoul",0.02
"LBY","jeggs",0.1
"LBY","jmilk",-0.11
"LBY","jbarl",0.07
"LBY","jmaiz",0.13
"LBY","jmill",0.07
"LBY","jrice",0.07
"LBY","jsorg",0.07
"LBY","jwhea",0.07
"LBY","jocer",0.07
"LBY","jbean",0.0746
"LBY","jchkp",0.0746
"LBY","jcowp",0.0746
"LBY","jlent",0.0746
"LBY","jpigp",0.0746
"LBY","jopul",0.0746
"LBY","jbana",0.1
"LBY","jplnt",0.1
"LBY","jsubf",0.1
"LBY","jtemf",0.1
"LBY","jvege",0.1
"LBY","jsugr",0.2
"LBY","jgrnd",0.0746
"LBY","jgdnt",0.0746
"LBY","jgdol",0.18
"LBY","jgdml",0.18
"LBY","jrpol",0.18
"LBY","jrpml",0.18
"LBY","jsbol",0.18
"LBY","jsbml",0.18
"LBY","jsfol",0.18
"LBY","jsfml",0.18
"LBY","jplol",0.18
"LBY","jpkol",0.18
"LBY","jpkml",0.18
"LBY","jtool",0.18
"LBY","jtoml",0.18
"LBY","jcoco",0.1
"LBY","jcafe",0.1
"LBY","jcott",0.2068
"LBY","jteas",0.1
"LBY","jothr",0.0746
"LBY","Shrimp",-0.144116616217938
"LBY","Crust",-0.144116616217938
"LBY","Salmon",-0.145051548738023
"LBY","Tuna",-0.145986481258107
"LBY","Cobswf",-0.14645394751815
"LBY","Eelstg",-0.146921413778192
"LBY","Tilapia",-0.147388880038234
"LBY","Pangas",-0.147856346298277
"LBY","Carp",-0.148323812558319
"LBY","Mullet",-0.148791278818361
"LBY","OFrshD",-0.149258745078404
"LBY","OCarp",-0.149726211338446
"LBY","OPelag",-0.150193677598488
"LBY","OMarn",-0.150661143858531
"LKA","jbeef",-0.55
"LKA","jpork",-0.69
"LKA","jlamb",-0.55
"LKA","jpoul",-0.19
"LKA","jeggs",-0.1
"LKA","jmilk",-0.41
"LKA","jmaiz",-0.07
"LKA","jrice",0.1
"LKA","jwhea",-0.01
"LKA","jbean",0.1305
"LKA","jchkp",0.1305
"LKA","jcowp",0.1305
"LKA","jlent",0.1305
"LKA","jpigp",0.1305
"LKA","jopul",0.1305
"LKA","jbana",0.15
"LKA","jplnt",0.15
"LKA","jsubf",0.15
"LKA","jtemf",0.15
"LKA","jvege",0.2
"LKA","jsugr",0.3
"LKA","jgrnd",0.1305
"LKA","jgdnt",0.1305
"LKA","jgdol",-0.06
"LKA","jrpol",-0.06
"LKA","jsbol",-0.06
"LKA","jsfol",-0.06
"LKA","jplol",-0.06
"LKA","jpkol",-0.06
"LKA","jtool",-0.06
"LKA","jcoco",0.15
"LKA","jcafe",0.15
"LKA","jcott",0.3619
"LKA","jteas",0.15
"LKA","jothr",0.1305
"LKA","Shrimp",-0.00434420446528135
"LKA","Crust",-0.00434420446528135
"LKA","Salmon",-0.00527913698536595
"LKA","Tuna",-0.00621406950545064
"LKA","Cobswf",-0.00668153576549294
"LKA","Eelstg",-0.00714900202553535
"LKA","Tilapia",-0.00761646828557765
"LKA","Pangas",-0.00808393454561995
"LKA","Carp",-0.00855140080566225
"LKA","Mullet",-0.00901886706570464
"LKA","OFrshD",-0.00948633332574694
"LKA","OCarp",-0.00995379958578924
"LKA","OPelag",-0.0104212658458316
"LKA","OMarn",-0.0108887321058739
"LSO","jbeef",0.24
"LSO","jeggs",0.09
"LSO","jmilk",-0.29
"LSO","jbarl",-0.2
"LSO","jmaiz",-0.2
"LSO","jmill",-0.2
"LSO","jrice",0.12
"LSO","jsorg",-0.2
"LSO","jwhea",-0.25
"LSO","jocer",-0.2
"LSO","jbean",-0.0522
"LSO","jchkp",-0.0522
"LSO","jcowp",-0.0522
"LSO","jlent",-0.0522
"LSO","jpigp",-0.0522
"LSO","jopul",-0.0522
"LSO","jbana",-0.07
"LSO","jplnt",-0.07
"LSO","jsubf",-0.07
"LSO","jtemf",-0.07
"LSO","jvege",-0.07
"LSO","jsugr",0.3
"LSO","jgrnd",-0.0522
"LSO","jgdnt",-0.0522
"LSO","jgdol",-0.07
"LSO","jgdml",-0.07
"LSO","jrpol",-0.07
"LSO","jrpml",-0.07
"LSO","jsbol",-0.07
"LSO","jsbml",-0.07
"LSO","jsfol",-0.07
"LSO","jsfml",-0.07
"LSO","jplol",-0.07
"LSO","jpkol",-0.07
"LSO","jpkml",-0.07
"LSO","jtool",-0.07
"LSO","jtoml",-0.07
"LSO","jcoco",-0.07
"LSO","jcafe",-0.07
"LSO","jcott",-0.1447
"LSO","jteas",-0.07
"LSO","jothr",-0.0522
"LSO","Shrimp",-0.162815266619631
"LSO","Crust",-0.162815266619631
"LSO","Salmon",-0.163750199139716
"LSO","Tuna",-0.1646851316598
"LSO","Cobswf",-0.165152597919843
"LSO","Eelstg",-0.165620064179885
"LSO","Tilapia",-0.166087530439927
"LSO","Pangas",-0.16655499669997
"LSO","Carp",-0.167022462960012
"LSO","Mullet",-0.167489929220054
"LSO","OFrshD",-0.167957395480097
"LSO","OCarp",-0.168424861740139
"LSO","OPelag",-0.168892328000181
"LSO","OMarn",-0.169359794260224
"MDA","jbeef",0.14
"MDA","jpork",0.1
"MDA","jlamb",0.06
"MDA","jpoul",0.21
"MDA","jeggs",0.44
"MDA","jmilk",0.29
"MDA","jwhea",0.02
"MDA","jgdol",-0.09
"MDA","jgdml",-0.09
"MDA","jrpol",-0.09
"MDA","jrpml",-0.09
"MDA","jsbol",-0.09
"MDA","jsbml",-0.09
"MDA","jsfol",-0.09
"MDA","jsfml",-0.09
"MDA","jplol",-0.09
"MDA","jpkol",-0.09
"MDA","jpkml",-0.09
"MDA","jtool",-0.09
"MDA","jtoml",-0.09
"MDA","Shrimp",-0.125885432076287
"MDA","Crust",-0.125885432076287
"MDA","Salmon",-0.126820364596372
"MDA","Tuna",-0.127755297116456
"MDA","Cobswf",-0.128222763376499
"MDA","Eelstg",-0.128690229636541
"MDA","Tilapia",-0.129157695896583
"MDA","Pangas",-0.129625162156626
"MDA","Carp",-0.130092628416668
"MDA","Mullet",-0.13056009467671
"MDA","OFrshD",-0.131027560936753
"MDA","OCarp",-0.131495027196795
"MDA","OPelag",-0.131962493456837
"MDA","OMarn",-0.13242995971688
"MDG","jbeef",0.24
"MDG","jeggs",0.09
"MDG","jmilk",-0.29
"MDG","jbarl",-0.2
"MDG","jmaiz",-0.2
"MDG","jmill",-0.2
"MDG","jrice",0.12
"MDG","jsorg",-0.2
"MDG","jwhea",-0.25
"MDG","jocer",-0.2
"MDG","jbean",-0.0522
"MDG","jchkp",-0.0522
"MDG","jcowp",-0.0522
"MDG","jlent",-0.0522
"MDG","jpigp",-0.0522
"MDG","jopul",-0.0522
"MDG","jbana",-0.07
"MDG","jplnt",-0.07
"MDG","jsubf",-0.07
"MDG","jtemf",-0.07
"MDG","jvege",-0.07
"MDG","jsugr",0.3
"MDG","jgrnd",-0.0522
"MDG","jgdnt",-0.0522
"MDG","jgdol",-0.07
"MDG","jgdml",-0.07
"MDG","jrpol",-0.07
"MDG","jrpml",-0.07
"MDG","jsbol",-0.07
"MDG","jsbml",-0.07
"MDG","jsfol",-0.07
"MDG","jsfml",-0.07
"MDG","jplol",-0.07
"MDG","jpkol",-0.07
"MDG","jpkml",-0.07
"MDG","jtool",-0.07
"MDG","jtoml",-0.07
"MDG","jcoco",-0.07
"MDG","jcafe",-0.07
"MDG","jcott",-0.1447
"MDG","jteas",-0.07
"MDG","jothr",-0.0522
"MDG","Shrimp",-0.172164591820478
"MDG","Crust",-0.172164591820478
"MDG","Salmon",-0.173099524340562
"MDG","Tuna",-0.174034456860647
"MDG","Cobswf",-0.174501923120689
"MDG","Eelstg",-0.174969389380732
"MDG","Tilapia",-0.175436855640774
"MDG","Pangas",-0.175904321900816
"MDG","Carp",-0.176371788160859
"MDG","Mullet",-0.176839254420901
"MDG","OFrshD",-0.177306720680943
"MDG","OCarp",-0.177774186940986
"MDG","OPelag",-0.178241653201028
"MDG","OMarn",-0.17870911946107
"MEX","jpoul",0.13666762300077
"MEX","jmilk",8.55174503699985E-5
"MEX","jmaiz",0.00377441750887009
"MEX","jrice",0.08224873592932
"MEX","jwhea",0.02625070555538
"MEX","jbean",0.5797070698096
"MEX","jsugc",0.13127771784896
"MEX","jsugb",0.13127771784896
"MEX","jsugr",0.13127771784896
"MEX","jsugrc",0.13127771784896
"MEX","jsugrb",0.13127771784896
"MEX","jgdol",0.12
"MEX","jgdml",0.12
"MEX","jrpol",0.12
"MEX","jrpml",0.12
"MEX","jsbol",0.12
"MEX","jsbml",0.12
"MEX","jsfol",0.12
"MEX","jsfml",0.12
"MEX","jpalm",0.12
"MEX","jpkrl",0.12
"MEX","jpkol",0.12
"MEX","jpkml",0.12
"MEX","jtool",0.12
"MEX","jtoml",0.12
"MEX","Shrimp",-0.069789480871208
"MEX","Crust",-0.069789480871208
"MEX","Salmon",-0.070724413391292
"MEX","Tuna",-0.0716593459113769
"MEX","Cobswf",-0.0721268121714189
"MEX","Eelstg",-0.0725942784314619
"MEX","Tilapia",-0.0730617446915039
"MEX","Pangas",-0.0735292109515459
"MEX","Carp",-0.073996677211588
"MEX","Mullet",-0.0744641434716309
"MEX","OFrshD",-0.074931609731673
"MEX","OCarp",-0.0753990759917149
"MEX","OPelag",-0.075866542251758
"MEX","OMarn",-0.0763340085117999
"MLI","jbeef",0.28
"MLI","jpork",0.08
"MLI","jlamb",0.16
"MLI","jpoul",0.08
"MLI","jbarl",-0.17
"MLI","jmaiz",-0.17
"MLI","jmill",-0.17
"MLI","jrice",-0.34
"MLI","jsorg",-0.17
"MLI","jwhea",-0.29
"MLI","jocer",-0.17
"MLI","jbean",-0.1044
"MLI","jchkp",-0.1044
"MLI","jcowp",-0.1044
"MLI","jlent",-0.1044
"MLI","jpigp",-0.1044
"MLI","jopul",-0.1044
"MLI","jbana",-0.14
"MLI","jplnt",-0.14
"MLI","jsubf",-0.14
"MLI","jtemf",-0.14
"MLI","jvege",-0.14
"MLI","jsugr",0.3
"MLI","jgrnd",-0.1044
"MLI","jgdnt",-0.1044
"MLI","jgdol",-0.03
"MLI","jgdml",-0.03
"MLI","jrpol",-0.03
"MLI","jrpml",-0.03
"MLI","jsbol",-0.03
"MLI","jsbml",-0.03
"MLI","jsfol",-0.03
"MLI","jsfml",-0.03
"MLI","jplol",-0.03
"MLI","jpkol",-0.03
"MLI","jpkml",-0.03
"MLI","jtool",-0.03
"MLI","jtoml",-0.03
"MLI","jcoco",-0.14
"MLI","jcafe",-0.14
"MLI","jcott",-0.2895
"MLI","jteas",-0.14
"MLI","jothr",-0.1044
"MLI","Shrimp",-0.153465941418785
"MLI","Crust",-0.153465941418785
"MLI","Salmon",-0.154400873938869
"MLI","Tuna",-0.155335806458954
"MLI","Cobswf",-0.155803272718996
"MLI","Eelstg",-0.156270738979039
"MLI","Tilapia",-0.156738205239081
"MLI","Pangas",-0.157205671499123
"MLI","Carp",-0.157673137759166
"MLI","Mullet",-0.158140604019208
"MLI","OFrshD",-0.15860807027925
"MLI","OCarp",-0.159075536539293
"MLI","OPelag",-0.159543002799335
"MLI","OMarn",-0.160010469059377
"MMR","jbeef",0.15
"MMR","jpork",0.16
"MMR","jpoul",0.16
"MMR","jmilk",0.08
"MMR","jmaiz",-0.01
"MMR","jrice",-0.02
"MMR","jwhea",-0.01
"MMR","jbean",0.1715
"MMR","jchkp",0.1715
"MMR","jcowp",0.1715
"MMR","jlent",0.1715
"MMR","jpigp",0.1715
"MMR","jopul",0.1715
"MMR","jbana",0.23
"MMR","jplnt",0.23
"MMR","jsubf",0.23
"MMR","jtemf",0.23
"MMR","jvege",0.23
"MMR","jsugr",0.2
"MMR","jgrnd",0.1715
"MMR","jgdnt",0.1715
"MMR","jgdol",-0.01
"MMR","jgdml",-0.01
"MMR","jrpol",-0.01
"MMR","jrpml",-0.01
"MMR","jsbol",-0.01
"MMR","jsbml",-0.01
"MMR","jsfol",-0.01
"MMR","jsfml",-0.01
"MMR","jplol",-0.01
"MMR","jpkol",-0.01
"MMR","jpkml",-0.01
"MMR","jtool",-0.01
"MMR","jtoml",-0.01
"MMR","jcoco",0.23
"MMR","jcafe",0.23
"MMR","jcott",0.4756
"MMR","jteas",0.23
"MMR","jothr",0.1715
"MMR","Shrimp",-0.0323921800678212
"MMR","Crust",-0.0323921800678212
"MMR","Salmon",-0.0333271125879058
"MMR","Tuna",-0.0342620451079904
"MMR","Cobswf",-0.0347295113680327
"MMR","Eelstg",-0.035196977628075
"MMR","Tilapia",-0.0356644438881175
"MMR","Pangas",-0.0361319101481597
"MMR","Carp",-0.0365993764082021
"MMR","Mullet",-0.0370668426682444
"MMR","OFrshD",-0.0375343089282867
"MMR","OCarp",-0.038001775188329
"MMR","OPelag",-0.0384692414483713
"MMR","OMarn",-0.0389367077084137
"MNG","jmilk",0.66
"MNG","jbarl",0.38
"MNG","jmaiz",-0.01
"MNG","jmill",0.38
"MNG","jrice",-0.02
"MNG","jsorg",0.38
"MNG","jwhea",-0.01
"MNG","jocer",0.38
"MNG","jbean",0.1119
"MNG","jchkp",0.1119
"MNG","jcowp",0.1119
"MNG","jlent",0.1119
"MNG","jpigp",0.1119
"MNG","jopul",0.1119
"MNG","jbana",0.15
"MNG","jplnt",0.15
"MNG","jsubf",0.15
"MNG","jtemf",0.15
"MNG","jvege",0.15
"MNG","jsugr",0.2
"MNG","jgrnd",0.1119
"MNG","jgdnt",0.1119
"MNG","jgdol",-0.01
"MNG","jgdml",-0.01
"MNG","jrpol",-0.01
"MNG","jrpml",-0.01
"MNG","jsbol",-0.01
"MNG","jsbml",-0.01
"MNG","jsfol",-0.01
"MNG","jsfml",-0.01
"MNG","jplol",-0.01
"MNG","jpkol",-0.01
"MNG","jpkml",-0.01
"MNG","jtool",-0.01
"MNG","jtoml",-0.01
"MNG","jcoco",0.15
"MNG","jcafe",0.15
"MNG","jcott",0.3102
"MNG","jteas",0.15
"MNG","jothr",0.1119
"MNG","Shrimp",0.04
"MNG","Crust",0.04
"MNG","Salmon",-0.1
"MNG","Tuna",-0.06
"MNG","Cobswf",0.05
"MNG","Eelstg",0.01
"MNG","Tilapia",0.02
"MNG","Pangas",0.3
"MNG","Mullet",0.2
"MNG","OFrshD",-0.26
"MNG","OCarp",0.05
"MNG","OPelag",-0.23
"MNG","OMarn",0.04
"MOR","jbeef",0.07
"MOR","jpork",0.02
"MOR","jlamb",0.07
"MOR","jpoul",0.02
"MOR","jeggs",0.1
"MOR","jmilk",-0.11
"MOR","jbarl",0.07
"MOR","jmaiz",0.13
"MOR","jmill",0.07
"MOR","jrice",0.07
"MOR","jsorg",0.07
"MOR","jwhea",0.07
"MOR","jocer",0.07
"MOR","jbean",0.0746
"MOR","jchkp",0.0746
"MOR","jcowp",0.0746
"MOR","jlent",0.0746
"MOR","jpigp",0.0746
"MOR","jopul",0.0746
"MOR","jbana",0.1
"MOR","jplnt",0.1
"MOR","jsubf",0.1
"MOR","jtemf",0.1
"MOR","jvege",0.1
"MOR","jsugr",0.2
"MOR","jgrnd",0.0746
"MOR","jgdnt",0.0746
"MOR","jgdol",0.18
"MOR","jgdml",0.18
"MOR","jrpol",0.18
"MOR","jrpml",0.18
"MOR","jsbol",0.18
"MOR","jsbml",0.18
"MOR","jsfol",0.18
"MOR","jsfml",0.18
"MOR","jplol",0.18
"MOR","jpkol",0.18
"MOR","jpkml",0.18
"MOR","jtool",0.18
"MOR","jtoml",0.18
"MOR","jcoco",0.1
"MOR","jcafe",0.1
"MOR","jcott",0.2068
"MOR","jteas",0.1
"MOR","jothr",0.0746
"MOR","Shrimp",-0.144116616217938
"MOR","Crust",-0.144116616217938
"MOR","Salmon",-0.145051548738023
"MOR","Tuna",-0.145986481258107
"MOR","Cobswf",-0.14645394751815
"MOR","Eelstg",-0.146921413778192
"MOR","Tilapia",-0.147388880038234
"MOR","Pangas",-0.147856346298277
"MOR","Carp",-0.148323812558319
"MOR","Mullet",-0.148791278818361
"MOR","OFrshD",-0.149258745078404
"MOR","OCarp",-0.149726211338446
"MOR","OPelag",-0.150193677598488
"MOR","OMarn",-0.150661143858531
"MOZ","jbeef",0.24
"MOZ","jeggs",0.09
"MOZ","jmilk",-0.29
"MOZ","jbarl",-0.2
"MOZ","jmaiz",-0.2
"MOZ","jmill",-0.2
"MOZ","jrice",0.12
"MOZ","jsorg",-0.2
"MOZ","jwhea",-0.25
"MOZ","jocer",-0.2
"MOZ","jbean",-0.0522
"MOZ","jchkp",-0.0522
"MOZ","jcowp",-0.0522
"MOZ","jlent",-0.0522
"MOZ","jpigp",-0.0522
"MOZ","jopul",-0.0522
"MOZ","jbana",-0.07
"MOZ","jplnt",-0.07
"MOZ","jsubf",-0.07
"MOZ","jtemf",-0.07
"MOZ","jvege",-0.07
"MOZ","jsugr",0.3
"MOZ","jgrnd",-0.0522
"MOZ","jgdnt",-0.0522
"MOZ","jgdol",-0.07
"MOZ","jgdml",-0.07
"MOZ","jrpol",-0.07
"MOZ","jrpml",-0.07
"MOZ","jsbol",-0.07
"MOZ","jsbml",-0.07
"MOZ","jsfol",-0.07
"MOZ","jsfml",-0.07
"MOZ","jplol",-0.07
"MOZ","jpkol",-0.07
"MOZ","jpkml",-0.07
"MOZ","jtool",-0.07
"MOZ","jtoml",-0.07
"MOZ","jcoco",-0.07
"MOZ","jcafe",-0.07
"MOZ","jcott",-0.1447
"MOZ","jteas",-0.07
"MOZ","jothr",-0.0522
"MOZ","Shrimp",-0.172164591820478
"MOZ","Crust",-0.172164591820478
"MOZ","Salmon",-0.173099524340562
"MOZ","Tuna",-0.174034456860647
"MOZ","Cobswf",-0.174501923120689
"MOZ","Eelstg",-0.174969389380732
"MOZ","Tilapia",-0.175436855640774
"MOZ","Pangas",-0.175904321900816
"MOZ","Carp",-0.176371788160859
"MOZ","Mullet",-0.176839254420901
"MOZ","OFrshD",-0.177306720680943
"MOZ","OCarp",-0.177774186940986
"MOZ","OPelag",-0.178241653201028
"MOZ","OMarn",-0.17870911946107
"MRT","jbeef",0.28
"MRT","jpork",0.08
"MRT","jlamb",0.16
"MRT","jpoul",0.08
"MRT","jbarl",-0.17
"MRT","jmaiz",-0.17
"MRT","jmill",-0.17
"MRT","jrice",-0.34
"MRT","jsorg",-0.17
"MRT","jwhea",-0.29
"MRT","jocer",-0.17
"MRT","jbean",-0.1044
"MRT","jchkp",-0.1044
"MRT","jcowp",-0.1044
"MRT","jlent",-0.1044
"MRT","jpigp",-0.1044
"MRT","jopul",-0.1044
"MRT","jbana",-0.14
"MRT","jplnt",-0.14
"MRT","jsubf",-0.14
"MRT","jtemf",-0.14
"MRT","jvege",-0.14
"MRT","jsugr",0.3
"MRT","jgrnd",-0.1044
"MRT","jgdnt",-0.1044
"MRT","jgdol",-0.03
"MRT","jgdml",-0.03
"MRT","jrpol",-0.03
"MRT","jrpml",-0.03
"MRT","jsbol",-0.03
"MRT","jsbml",-0.03
"MRT","jsfol",-0.03
"MRT","jsfml",-0.03
"MRT","jplol",-0.03
"MRT","jpkol",-0.03
"MRT","jpkml",-0.03
"MRT","jtool",-0.03
"MRT","jtoml",-0.03
"MRT","jcoco",-0.14
"MRT","jcafe",-0.14
"MRT","jcott",-0.2895
"MRT","jteas",-0.14
"MRT","jothr",-0.1044
"MRT","Shrimp",-0.144116616217938
"MRT","Crust",-0.144116616217938
"MRT","Salmon",-0.145051548738023
"MRT","Tuna",-0.145986481258107
"MRT","Cobswf",-0.14645394751815
"MRT","Eelstg",-0.146921413778192
"MRT","Tilapia",-0.147388880038234
"MRT","Pangas",-0.147856346298277
"MRT","Carp",-0.148323812558319
"MRT","Mullet",-0.148791278818361
"MRT","OFrshD",-0.149258745078404
"MRT","OCarp",-0.149726211338446
"MRT","OPelag",-0.150193677598488
"MRT","OMarn",-0.150661143858531
"MWI","jbeef",0.24
"MWI","jeggs",0.09
"MWI","jmilk",-0.29
"MWI","jbarl",-0.2
"MWI","jmaiz",-0.2
"MWI","jmill",-0.2
"MWI","jrice",0.12
"MWI","jsorg",-0.2
"MWI","jwhea",-0.25
"MWI","jocer",-0.2
"MWI","jbean",-0.0522
"MWI","jchkp",-0.0522
"MWI","jcowp",-0.0522
"MWI","jlent",-0.0522
"MWI","jpigp",-0.0522
"MWI","jopul",-0.0522
"MWI","jbana",-0.07
"MWI","jplnt",-0.07
"MWI","jsubf",-0.07
"MWI","jtemf",-0.07
"MWI","jvege",-0.07
"MWI","jsugr",0.3
"MWI","jgrnd",-0.0522
"MWI","jgdnt",-0.0522
"MWI","jgdol",-0.07
