"J","JJ","CTY","Val"
"jeggs","jeggs","TKM",0.154
"jeggs","jeggs","TLS",0.44
"jeggs","jeggs","TUN",0.44
"jeggs","jeggs","TUR",0.385
"jeggs","jeggs","TZA",0.352
"jeggs","jeggs","UGA",0.352
"jeggs","jeggs","UKP",0.308
"jeggs","jeggs","UKR",0.198
"jeggs","jeggs","URY",0.275
"jeggs","jeggs","USA",0.308
"jeggs","jeggs","UZB",0.154
"jeggs","jeggs","VEN",0.275
"jeggs","jeggs","VNM",0.385
"jeggs","jeggs","VUT",0.44
"jeggs","jeggs","YEM",0.44
"jeggs","jeggs","ZAF",0.154
"jeggs","jeggs","ZMB",0.33
"jeggs","jeggs","ZWE",0.33
"jmilk","jbeef","ALB",0.044
"jmilk","jbeef","ARG",0.099
"jmilk","jbeef","ARM",0.033
"jmilk","jbeef","AUS",0.099
"jmilk","jbeef","AUT",0.088
"jmilk","jbeef","AZE",0.033
"jmilk","jbeef","BGR",0.044
"jmilk","jbeef","BLR",0.033
"jmilk","jbeef","BLT",0.033
"jmilk","jbeef","BLX",0.088
"jmilk","jbeef","BLZ",0.033
"jmilk","jbeef","BOL",0.033
"jmilk","jbeef","BRA",0.044
"jmilk","jbeef","CAN",0.066
"jmilk","jbeef","CHL",0.033
"jmilk","jbeef","CHP",0.088
"jmilk","jbeef","COL",0.033
"jmilk","jbeef","CRI",0.033
"jmilk","jbeef","CUB",0.033
"jmilk","jbeef","CYP",0.033
"jmilk","jbeef","CZE",0.044
"jmilk","jbeef","DEU",0.088
"jmilk","jbeef","DNK",0.088
"jmilk","jbeef","DOM",0.033
"jmilk","jbeef","DZA",0.033
"jmilk","jbeef","ECU",0.033
"jmilk","jbeef","EGY",0.044
"jmilk","jbeef","FNP",0.088
"jmilk","jbeef","FRP",0.088
"jmilk","jbeef","GEO",0.033
"jmilk","jbeef","GRC",0.044
"jmilk","jbeef","GSA",0.033
"jmilk","jbeef","GTM",0.033
"jmilk","jbeef","HND",0.033
"jmilk","jbeef","HRV",0.044
"jmilk","jbeef","HTI",0.033
"jmilk","jbeef","HUN",0.044
"jmilk","jbeef","IRL",0.088
"jmilk","jbeef","IRN",0.033
"jmilk","jbeef","IRQ",0.033
"jmilk","jbeef","ISL",0.088
"jmilk","jbeef","ISR",0.066
"jmilk","jbeef","ITP",0.088
"jmilk","jbeef","JOR",0.033
"jmilk","jbeef","JPN",0.055
"jmilk","jbeef","KAZ",0.044
"jmilk","jbeef","KGZ",0.044
"jmilk","jbeef","LBN",0.033
"jmilk","jbeef","LBY",0.033
"jmilk","jbeef","MDA",0.044
"jmilk","jbeef","MEX",0.055
"jmilk","jbeef","MOR",0.033
"jmilk","jbeef","NIC",0.033
"jmilk","jbeef","NLD",0.088
"jmilk","jbeef","NOR",0.088
"jmilk","jbeef","NZL",0.066
"jmilk","jbeef","OBN",0.044
"jmilk","jbeef","PAN",0.033
"jmilk","jbeef","PER",0.033
"jmilk","jbeef","POL",0.044
"jmilk","jbeef","PRT",0.088
"jmilk","jbeef","PRY",0.033
"jmilk","jbeef","RAP",0.033
"jmilk","jbeef","ROU",0.044
"jmilk","jbeef","RUS",0.033
"jmilk","jbeef","SAU",0.033
"jmilk","jbeef","SLV",0.033
"jmilk","jbeef","SPP",0.088
"jmilk","jbeef","SVK",0.044
"jmilk","jbeef","SVN",0.044
"jmilk","jbeef","SWE",0.088
"jmilk","jbeef","SYR",0.033
"jmilk","jbeef","TJK",0.044
"jmilk","jbeef","TKM",0.044
"jmilk","jbeef","TUN",0.033
"jmilk","jbeef","TUR",0.033
"jmilk","jbeef","UKP",0.088
"jmilk","jbeef","UKR",0.033
"jmilk","jbeef","URY",0.033
"jmilk","jbeef","USA",0.033
"jmilk","jbeef","UZB",0.044
"jmilk","jbeef","VEN",0.033
"jmilk","jbeef","YEM",0.033
"jmilk","jbeef","ZAF",0.066
"jmilk","jlamb","AUS",-0.033
"jmilk","jlamb","CAN",-0.022
"jmilk","jlamb","ISR",-0.022
"jmilk","jlamb","NZL",-0.022
"jmilk","jlamb","ZAF",-0.022
"jmilk","jmilk","AFG",0.396
"jmilk","jmilk","AGO",0.44
"jmilk","jmilk","ALB",0.33
"jmilk","jmilk","ARG",0.418
"jmilk","jmilk","ARM",0.22
"jmilk","jmilk","AUS",0.418
"jmilk","jmilk","AUT",0.462
"jmilk","jmilk","AZE",0.22
"jmilk","jmilk","BDI",0.385
"jmilk","jmilk","BEN",0.385
"jmilk","jmilk","BFA",0.44
"jmilk","jmilk","BGD",0.396
"jmilk","jmilk","BGR",0.33
"jmilk","jmilk","BLR",0.22
"jmilk","jmilk","BLT",0.22
"jmilk","jmilk","BLX",0.462
"jmilk","jmilk","BLZ",0.308
"jmilk","jmilk","BOL",0.308
"jmilk","jmilk","BRA",0.385
"jmilk","jmilk","BTN",0.396
"jmilk","jmilk","BWA",0.44
"jmilk","jmilk","CAF",0.385
"jmilk","jmilk","CAN",0.363
"jmilk","jmilk","CHL",0.308
"jmilk","jmilk","CHM",0.33
"jmilk","jmilk","CHP",0.462
"jmilk","jmilk","CIV",0.385
"jmilk","jmilk","CMR",0.385
"jmilk","jmilk","COD",0.385
"jmilk","jmilk","COG",0.385
"jmilk","jmilk","COL",0.264
"jmilk","jmilk","CRB",0.396
"jmilk","jmilk","CRI",0.308
"jmilk","jmilk","CUB",0.308
"jmilk","jmilk","CYP",0.484
"jmilk","jmilk","CZE",0.33
"jmilk","jmilk","DEU",0.462
"jmilk","jmilk","DJI",0.44
"jmilk","jmilk","DNK",0.462
"jmilk","jmilk","DOM",0.308
"jmilk","jmilk","DZA",0.484
"jmilk","jmilk","ECU",0.308
"jmilk","jmilk","EGY",0.385
"jmilk","jmilk","ERI",0.44
"jmilk","jmilk","ETH",0.44
"jmilk","jmilk","FJI",0.396
"jmilk","jmilk","FNP",0.462
"jmilk","jmilk","FRP",0.462
"jmilk","jmilk","GAB",0.385
"jmilk","jmilk","GEO",0.22
"jmilk","jmilk","GHA",0.385
"jmilk","jmilk","GIN",0.385
"jmilk","jmilk","GMB",0.385
"jmilk","jmilk","GNB",0.385
"jmilk","jmilk","GNQ",0.385
"jmilk","jmilk","GRC",0.33
"jmilk","jmilk","GSA",0.308
"jmilk","jmilk","GTM",0.308
"jmilk","jmilk","HND",0.308
"jmilk","jmilk","HRV",0.33
"jmilk","jmilk","HTI",0.308
"jmilk","jmilk","HUN",0.33
"jmilk","jmilk","IDN",0.44
"jmilk","jmilk","IND",0.363
"jmilk","jmilk","IRL",0.462
"jmilk","jmilk","IRN",0.484
"jmilk","jmilk","IRQ",0.484
"jmilk","jmilk","ISL",0.462
"jmilk","jmilk","ISR",0.363
"jmilk","jmilk","ITP",0.462
"jmilk","jmilk","JAM",0.396
"jmilk","jmilk","JOR",0.484
"jmilk","jmilk","JPN",0.286
"jmilk","jmilk","KAZ",0.22
"jmilk","jmilk","KEN",0.385
"jmilk","jmilk","KGZ",0.22
"jmilk","jmilk","KHM",0.44
"jmilk","jmilk","KOR",0.484
"jmilk","jmilk","LAO",0.44
"jmilk","jmilk","LBN",0.484
"jmilk","jmilk","LBR",0.385
"jmilk","jmilk","LBY",0.484
"jmilk","jmilk","LKA",0.396
"jmilk","jmilk","LSO",0.44
"jmilk","jmilk","MDA",0.33
"jmilk","jmilk","MDG",0.44
"jmilk","jmilk","MEX",0.385
"jmilk","jmilk","MLI",0.44
"jmilk","jmilk","MMR",0.385
"jmilk","jmilk","MNG",0.396
"jmilk","jmilk","MOR",0.484
"jmilk","jmilk","MOZ",0.44
"jmilk","jmilk","MRT",0.44
"jmilk","jmilk","MWI",0.44
"jmilk","jmilk","MYS",0.308
"jmilk","jmilk","NAM",0.44
"jmilk","jmilk","NER",0.44
"jmilk","jmilk","NGA",0.44
"jmilk","jmilk","NIC",0.308
"jmilk","jmilk","NLD",0.462
"jmilk","jmilk","NOR",0.462
"jmilk","jmilk","NPL",0.396
"jmilk","jmilk","NZL",0.363
"jmilk","jmilk","OAO",0.396
"jmilk","jmilk","OBN",0.33
"jmilk","jmilk","OIO",0.396
"jmilk","jmilk","OPO",0.396
"jmilk","jmilk","OSA",0.44
"jmilk","jmilk","PAK",0.33
"jmilk","jmilk","PAN",0.308
"jmilk","jmilk","PER",0.308
"jmilk","jmilk","PHL",0.352
"jmilk","jmilk","PNG",0.396
"jmilk","jmilk","POL",0.33
"jmilk","jmilk","PRK",0.396
"jmilk","jmilk","PRT",0.462
"jmilk","jmilk","PRY",0.308
"jmilk","jmilk","PSE",0.385
"jmilk","jmilk","RAP",0.484
"jmilk","jmilk","ROU",0.33
"jmilk","jmilk","RUS",0.22
"jmilk","jmilk","RWA",0.385
"jmilk","jmilk","SAU",0.484
"jmilk","jmilk","SDN",0.44
"jmilk","jmilk","SEN",0.385
"jmilk","jmilk","SLB",0.396
"jmilk","jmilk","SLE",0.385
"jmilk","jmilk","SLV",0.308
"jmilk","jmilk","SOM",0.44
"jmilk","jmilk","SPP",0.462
"jmilk","jmilk","SVK",0.33
"jmilk","jmilk","SVN",0.33
"jmilk","jmilk","SWE",0.462
"jmilk","jmilk","SWZ",0.44
"jmilk","jmilk","SYR",0.484
"jmilk","jmilk","TCD",0.44
"jmilk","jmilk","TGO",0.385
"jmilk","jmilk","THA",0.33
"jmilk","jmilk","TJK",0.22
"jmilk","jmilk","TKM",0.22
"jmilk","jmilk","TLS",0.396
"jmilk","jmilk","TUN",0.484
"jmilk","jmilk","TUR",0.44
"jmilk","jmilk","TZA",0.385
"jmilk","jmilk","UGA",0.385
"jmilk","jmilk","UKP",0.462
"jmilk","jmilk","UKR",0.22
"jmilk","jmilk","URY",0.308
"jmilk","jmilk","USA",0.407
"jmilk","jmilk","UZB",0.22
"jmilk","jmilk","VEN",0.308
"jmilk","jmilk","VNM",0.33
"jmilk","jmilk","VUT",0.396
"jmilk","jmilk","YEM",0.484
"jmilk","jmilk","ZAF",0.363
"jmilk","jmilk","ZMB",0.44
"jmilk","jmilk","ZWE",0.44
